"","cluster","cluster_col"
"LOC118478957","C7","#B3DE69"
"LOC101861311","C7","#B3DE69"
"LOC101856965","C7","#B3DE69"
"LOC101854331","C7","#B3DE69"
"LOC101863735","C7","#B3DE69"
"LOC101845987","C7","#B3DE69"
"LOC106013190","C7","#B3DE69"
"LOC101856526","C7","#B3DE69"
"LOC101850803","C7","#B3DE69"
"LOC101845972","C7","#B3DE69"
"LOC101845582","C7","#B3DE69"
"LOC101855991","C7","#B3DE69"
