contrast	gene	log2FoldChange
Hyp_T2h.Control	LOC106012609	-3.052753495234123
Hyp_T2h.Control	LOC101863156	-5.9625058186742805
Hyp_T2h.Control	LOC101864354	-1.893147710659618
Hyp_T2h.Control	LOC118478249	-1.8934545287857913
Hyp_T2h.Control	LOC101847165	1.32051501361745
Hyp_T2h.Control	LOC101847926	-1.542923500172712
Hyp_T2h.Control	LOC101856624	0.7721653010266943
Hyp_T2h.Control	LOC101848163	-0.5538888808462558
Hyp_T2h.Control	LOC101857995	-2.723258901346917
Hyp_T2h.Control	LOC101849343	3.869628578975461
Hyp_T2h.Control	LOC101849584	-1.5069537586967272
Hyp_T2h.Control	LOC101858233	0.5181376773581934
Hyp_T2h.Control	LOC101851697	0.34741881371652583
Hyp_T2h.Control	LOC101852299	-0.9724069192352643
Hyp_T2h.Control	LOC101852665	0.6796163885396617
Hyp_T2h.Control	LOC101852898	0.7518960319256776
Hyp_T2h.Control	LOC101858681	-2.2382874594078745
Hyp_T2h.Control	LOC101859143	-1.9117861620841656
Hyp_T2h.Control	LOC101859375	-1.9401051353602676
Hyp_T2h.Control	LOC106012714	-6.082365073843596
Hyp_T2h.Control	LOC101853516	-0.8419956274612075
Hyp_T2h.Control	LOC101853755	-1.1974967933997493
Hyp_T2h.Control	LOC101854223	0.9926123698768748
Hyp_T2h.Control	LOC106012716	-4.758753902200584
Hyp_T2h.Control	LOC100533340	0.3819733788779795
Hyp_T2h.Control	LOC100533321	0.28366175775864483
Hyp_T2h.Control	LOC101862086	-3.157041530324539
Hyp_T2h.Control	LOC101862238	-1.9062299377685843
Hyp_T2h.Control	LOC101862766	-2.0385636730756147
Hyp_T2h.Control	LOC101854064	-1.2587042738932956
Hyp_T2h.Control	LOC101854303	-4.951269953804308
Hyp_T2h.Control	LOC106012759	-2.869632980671389
Hyp_T2h.Control	LOC101863229	-0.8737233317916733
Hyp_T2h.Control	LOC101863478	-1.2195892712410048
Hyp_T2h.Control	LOC118478329	-0.6057637503956673
Hyp_T2h.Control	LOC101854996	-2.7072217705605977
Hyp_T2h.Control	LOC106012825	-3.7365647518524723
Hyp_T2h.Control	LOC106012782	0.9157140412468091
Hyp_T2h.Control	LOC101846399	0.7994217610616368
Hyp_T2h.Control	LOC101846624	-0.4744186769042012
Hyp_T2h.Control	LOC118478361	-3.5739960323466833
Hyp_T2h.Control	LOC101848090	-3.624630551875355
Hyp_T2h.Control	LOC101848488	0.6632029623544157
Hyp_T2h.Control	LOC101856625	0.5207721418261024
Hyp_T2h.Control	LOC101851782	0.8604162404337257
Hyp_T2h.Control	LOC101851996	0.4450082009287827
Hyp_T2h.Control	LOC101857081	-1.311350548331532
Hyp_T2h.Control	LOC106012939	-4.034242129837909
Hyp_T2h.Control	LOC101858827	0.5137311799100804
Hyp_T2h.Control	LOC101856313	-1.8819235332448265
Hyp_T2h.Control	LOC101859617	-0.7419162534733288
Hyp_T2h.Control	LOC101859991	0.45684140737306306
Hyp_T2h.Control	LOC101857462	-3.114390235502382
Hyp_T2h.Control	LOC101863711	-0.4672713463175399
Hyp_T2h.Control	LOC101864433	0.9095293202284978
Hyp_T2h.Control	LOC101857921	-0.9640222037680232
Hyp_T2h.Control	LOC101845144	-0.6494355103705913
Hyp_T2h.Control	LOC101847306	-2.0255141429690684
Hyp_T2h.Control	LOC101848260	-1.5034011298401162
Hyp_T2h.Control	LOC101849264	-2.0519087038498673
Hyp_T2h.Control	LOC101859070	-1.987081100841665
Hyp_T2h.Control	LOC101853432	-1.1479018248617459
Hyp_T2h.Control	LOC101854225	-0.6498923087222441
Hyp_T2h.Control	LOC101859754	0.8022373101157932
Hyp_T2h.Control	LOC101850226	-1.7628785546812704
Hyp_T2h.Control	LOC101850459	-1.4758375132334072
Hyp_T2h.Control	LOC101850694	-2.2158703446537813
Hyp_T2h.Control	LOC101861931	1.7435809319785254
Hyp_T2h.Control	LOC101862160	0.3892110043317257
Hyp_T2h.Control	LOC101862393	0.3694368656109766
Hyp_T2h.Control	LOC101852748	-1.02057206509215
Hyp_T2h.Control	LOC101862990	1.398623089344082
Hyp_T2h.Control	LOC101853216	-1.0106931855977759
Hyp_T2h.Control	LOC101853668	-1.1347922968963526
Hyp_T2h.Control	LOC101845744	-2.8815929801517703
Hyp_T2h.Control	LOC101846328	-0.8493244026381876
Hyp_T2h.Control	LOC101846552	0.7948888254406085
